date,tournament,player,opponent,event_id,odds,fair_p,fair_odds,ev,stake,kickoff
2026-09-24,ITF Men Curitiba - R16,Jose Pereira,Justin Roberts,1637265062,1.7,0.617927234287769,1.6183135238449444,0.0504762982892073,18.027249389002606,16:00
