date,tournament,player,opponent,event_id,odds,fair_p,fair_odds,ev,stake,kickoff,close_odds,clv,ev_close
2026-09-24,ITF Men Curitiba - R16,Jose Pereira,Justin Roberts,1637265062,1.7,0.617927234287769,1.6183135238449444,0.0504762982892073,18.02724938900261,16:00,1.5464,0.09932747025349187,0.0504762982892073
